TimeStamp_(ms),acc(_x_(g),acc_y_(g),acc_z_(g)
1076824.0,-0.05876,0.03963,1.01026
1077748.0,-0.05875,0.0396,1.01039
1078672.0,-0.05885,0.0398,1.01032
1079596.0,-0.05873,0.03953,1.0105
1080520.0,-0.05868,0.03954,1.01045
1081444.0,-0.0588,0.03952,1.01035
1082368.0,-0.05877,0.03958,1.01048
1083292.0,-0.05872,0.0396,1.01054
1084216.0,-0.05873,0.03958,1.01045
1085140.0,-0.05858,0.03942,1.01063
1086064.0,-0.05858,0.03941,1.01062
1086988.0,-0.05884,0.03958,1.01044
1087912.0,-0.05874,0.0395,1.01041
1088836.0,-0.05871,0.03945,1.01041
1089760.0,-0.05878,0.03965,1.01037
1090684.0,-0.05887,0.03965,1.01038
1091608.0,-0.05886,0.03962,1.01035
1092532.0,-0.05883,0.03966,1.01035
1093456.0,-0.05878,0.03956,1.01045
1094380.0,-0.05873,0.03951,1.0105
1095304.0,-0.05871,0.03957,1.01038
1096228.0,-0.05889,0.03954,1.01024
1097152.0,-0.05873,0.03952,1.01024
1098076.0,-0.05877,0.03966,1.01032
1099000.0,-0.05879,0.03958,1.01041
1099924.0,-0.05878,0.03966,1.01054
1100848.0,-0.05881,0.03955,1.01041
1101772.0,-0.05867,0.03939,1.01042
1102696.0,-0.05872,0.03942,1.01038
1103620.0,-0.05874,0.03961,1.01029
1104544.0,-0.05866,0.03955,1.01045
1105468.0,-0.05874,0.03962,1.01033
1106392.0,-0.05866,0.03963,1.01047
1107316.0,-0.05871,0.03956,1.01051
1108240.0,-0.05877,0.0396,1.01039
1109164.0,-0.05873,0.03946,1.01042
1110088.0,-0.05886,0.03966,1.01032
1111012.0,-0.05875,0.03955,1.01043
1111936.0,-0.05868,0.03957,1.01051
1112860.0,-0.05875,0.03963,1.01041
1113784.0,-0.05879,0.03963,1.01031
1114708.0,-0.05873,0.0396,1.01022
1115632.0,-0.05879,0.03967,1.01029
1116556.0,-0.05865,0.03953,1.01043
1117480.0,-0.05881,0.03959,1.01026
1118404.0,-0.05869,0.03953,1.01031
1119328.0,-0.05866,0.03953,1.01034
1120252.0,-0.05875,0.03954,1.01027
1121176.0,-0.05877,0.0395,1.01018
1122100.0,-0.05868,0.03949,1.01021
1123024.0,-0.05878,0.03965,1.01011
1123948.0,-0.05871,0.03955,1.01009
1124872.0,-0.05864,0.03936,1.0102
1125796.0,-0.05866,0.03957,1.0103
1126720.0,-0.05858,0.03944,1.01034
1127644.0,-0.05863,0.03944,1.01042
1128568.0,-0.05861,0.03935,1.01059
1129492.0,-0.05875,0.03957,1.01034
1130416.0,-0.05882,0.03964,1.01035
1131340.0,-0.05884,0.03978,1.01032
1132264.0,-0.05882,0.03975,1.01014
1133188.0,-0.05873,0.03961,1.01027
1134112.0,-0.05876,0.03961,1.01034
1135036.0,-0.05885,0.03972,1.01039
1135960.0,-0.05868,0.03964,1.0104
1136884.0,-0.05878,0.03971,1.01051
1137808.0,-0.0588,0.03963,1.01047
1138732.0,-0.05885,0.03961,1.01034
1139656.0,-0.05886,0.03967,1.01032
1140580.0,-0.05881,0.03964,1.01027
1141504.0,-0.05888,0.03961,1.01024
1142428.0,-0.05878,0.03964,1.01024
1143352.0,-0.05873,0.03957,1.01032
1144276.0,-0.05882,0.03961,1.01026
1145200.0,-0.059,0.03968,1.01015
1146124.0,-0.05879,0.03961,1.01025
1147048.0,-0.05886,0.03971,1.01019
1147972.0,-0.05894,0.03976,1.0101
1148896.0,-0.05881,0.03966,1.01021
1149820.0,-0.0589,0.03989,1.01008
1150744.0,-0.05896,0.03989,1.01012
1151668.0,-0.05881,0.03966,1.01024
1152592.0,-0.05878,0.03953,1.01025
1153516.0,-0.05868,0.03958,1.01028
1154440.0,-0.05879,0.03973,1.01009
1155364.0,-0.05894,0.03979,1.01013
1156288.0,-0.05877,0.03971,1.01028
1157212.0,-0.05887,0.03973,1.01006
1158136.0,-0.05889,0.03974,1.01021
1159060.0,-0.05884,0.03967,1.01033
1159984.0,-0.05877,0.0396,1.01027
1160912.0,-0.05877,0.03966,1.0102
1161836.0,-0.0588,0.03963,1.01018
1162760.0,-0.05896,0.0398,1.01013
1163684.0,-0.05881,0.03969,1.01029
1164608.0,-0.0589,0.03968,1.01011
1165532.0,-0.059,0.03976,1.00992
1166456.0,-0.05891,0.0397,1.00996
1167380.0,-0.05881,0.03965,1.01003
1168304.0,-0.05873,0.0396,1.01008
