TimeStamp_(ms),acc(_x_(g),acc_y_(g),acc_z_(g)
514148.0,-0.05887,0.03953,1.0102
514792.0,-0.05884,0.03966,1.01019
515436.0,-0.05912,0.03993,1.01004
516080.0,-0.05905,0.03985,1.01003
516724.0,-0.05897,0.03981,1.01
517368.0,-0.05904,0.03985,1.01008
518012.0,-0.05906,0.03992,1.01014
518656.0,-0.05903,0.03982,1.01026
519300.0,-0.05895,0.03976,1.01031
519944.0,-0.0589,0.03969,1.01032
520588.0,-0.05893,0.03962,1.01036
521232.0,-0.05886,0.03964,1.01035
521876.0,-0.05893,0.03976,1.0103
522520.0,-0.05891,0.03966,1.01025
523164.0,-0.05892,0.03974,1.01043
523808.0,-0.05885,0.0396,1.01042
524452.0,-0.05881,0.03958,1.01046
525096.0,-0.05898,0.03978,1.01013
525740.0,-0.05892,0.03971,1.01013
526384.0,-0.0589,0.03964,1.01017
527028.0,-0.05888,0.03958,1.01016
527672.0,-0.05898,0.03969,1.01016
528316.0,-0.059,0.03978,1.01008
528960.0,-0.05911,0.03988,1.01001
529604.0,-0.05892,0.0397,1.01022
530248.0,-0.05883,0.03968,1.01031
530892.0,-0.05883,0.03966,1.01039
531536.0,-0.05889,0.0397,1.01039
532180.0,-0.05886,0.03964,1.01036
532824.0,-0.05884,0.03958,1.01032
533468.0,-0.05898,0.03961,1.01017
534112.0,-0.05906,0.03978,1.01009
534756.0,-0.05893,0.03964,1.0102
535400.0,-0.05895,0.03971,1.01025
536044.0,-0.05906,0.03979,1.01021
536688.0,-0.0589,0.03965,1.01035
537332.0,-0.05893,0.03967,1.01036
537976.0,-0.05891,0.03968,1.01034
538620.0,-0.05898,0.03973,1.01026
539264.0,-0.05891,0.03962,1.01026
539908.0,-0.05902,0.03974,1.01026
540552.0,-0.05897,0.03969,1.01021
541196.0,-0.05905,0.03976,1.0102
541840.0,-0.05903,0.03985,1.01014
542484.0,-0.05905,0.03985,1.01012
543128.0,-0.05897,0.03971,1.01036
543772.0,-0.05891,0.03966,1.01026
544416.0,-0.05897,0.03957,1.01032
545060.0,-0.05896,0.03964,1.01041
545704.0,-0.05895,0.03965,1.0104
546348.0,-0.05886,0.03953,1.01034
546992.0,-0.05885,0.03967,1.01043
547636.0,-0.05903,0.03971,1.01034
548280.0,-0.05891,0.0396,1.01031
548924.0,-0.05895,0.03976,1.01032
549568.0,-0.05902,0.0398,1.01025
550212.0,-0.05889,0.03969,1.01033
550856.0,-0.05896,0.0397,1.01015
551500.0,-0.0588,0.03958,1.01019
552144.0,-0.05895,0.03979,1.01007
552788.0,-0.05908,0.03981,1.01011
553432.0,-0.05903,0.03977,1.01003
554076.0,-0.05891,0.03963,1.01018
554720.0,-0.05876,0.03951,1.01012
555364.0,-0.05879,0.03952,1.01026
556008.0,-0.0589,0.03969,1.0102
556652.0,-0.05892,0.03976,1.00995
557296.0,-0.05895,0.03974,1.0101
557940.0,-0.05892,0.03966,1.01011
558584.0,-0.05893,0.03968,1.00986
559228.0,-0.05893,0.03952,1.01006
559872.0,-0.05888,0.03952,1.01008
560516.0,-0.05875,0.03949,1.01016
561160.0,-0.05872,0.03972,1.01036
561804.0,-0.05878,0.03966,1.01047
562448.0,-0.05879,0.03958,1.01058
563092.0,-0.05882,0.03959,1.01049
563736.0,-0.05884,0.03957,1.01047
564380.0,-0.05879,0.03953,1.01057
565024.0,-0.05884,0.03954,1.01046
565668.0,-0.05909,0.03976,1.01032
566312.0,-0.05909,0.03977,1.01019
566956.0,-0.05882,0.03959,1.01031
567600.0,-0.05885,0.0396,1.01023
568244.0,-0.05889,0.03963,1.01014
568888.0,-0.05897,0.03973,1.01017
569532.0,-0.05885,0.0396,1.0101
570176.0,-0.05885,0.03955,1.01013
570820.0,-0.05883,0.03951,1.01013
571464.0,-0.0588,0.03952,1.01021
572108.0,-0.05873,0.03946,1.01028
572752.0,-0.05876,0.0395,1.0102
573396.0,-0.05889,0.03961,1.0102
574040.0,-0.05875,0.03943,1.01037
574684.0,-0.05877,0.03945,1.01062
575328.0,-0.05877,0.0394,1.01051
575972.0,-0.05878,0.03956,1.01033
576616.0,-0.05887,0.03957,1.01021
577260.0,-0.05898,0.03968,1.01021
577904.0,-0.0589,0.03947,1.01036
