TimeStamp_(ms),acc(_x_(g),acc_y_(g),acc_z_(g)
45220.0,-0.05911,0.03963,1.01013
45424.0,-0.0591,0.03973,1.01014
45628.0,-0.05904,0.03993,1.01005
45832.0,-0.05923,0.03981,1.00986
46036.0,-0.05933,0.04005,1.01005
46240.0,-0.05942,0.04003,1.01003
46444.0,-0.05924,0.03994,1.00995
46648.0,-0.05934,0.03987,1.01003
46852.0,-0.05927,0.03985,1.01016
47056.0,-0.05947,0.04004,1.01018
47260.0,-0.05935,0.03992,1.01001
47464.0,-0.05943,0.04,1.01009
47668.0,-0.05941,0.03984,1.01003
47872.0,-0.05911,0.03994,1.01008
48076.0,-0.05926,0.03978,1.01008
48280.0,-0.05961,0.04004,1.01004
48484.0,-0.05937,0.03999,1.01002
48688.0,-0.0595,0.03993,1.00999
48892.0,-0.05951,0.03999,1.00978
49096.0,-0.05927,0.03994,1.00991
49300.0,-0.05934,0.03993,1.01005
49504.0,-0.05929,0.03991,1.01012
49708.0,-0.05937,0.03988,1.01025
49912.0,-0.05925,0.03981,1.01022
50116.0,-0.05924,0.0399,1.01018
50320.0,-0.05911,0.03987,1.01014
50524.0,-0.05919,0.03983,1.01035
50728.0,-0.05918,0.03964,1.01027
50932.0,-0.0595,0.03987,1.01019
51136.0,-0.05948,0.04008,1.01006
51340.0,-0.05935,0.03997,1.01008
51544.0,-0.05934,0.04012,1.01005
51748.0,-0.0595,0.04001,1.01005
51952.0,-0.05948,0.04008,1.01019
52156.0,-0.05931,0.03988,1.01025
52360.0,-0.05947,0.03977,1.01015
52568.0,-0.05933,0.0398,1.01018
52772.0,-0.05928,0.03976,1.0101
52976.0,-0.05933,0.04,1.01025
53180.0,-0.05914,0.03962,1.01037
53384.0,-0.05919,0.03974,1.01017
53588.0,-0.05927,0.03974,1.01049
53796.0,-0.05913,0.03964,1.01047
54000.0,-0.05924,0.03974,1.01029
54204.0,-0.05915,0.03968,1.0105
54408.0,-0.05898,0.03954,1.01028
54612.0,-0.05928,0.03961,1.00998
54816.0,-0.05917,0.03961,1.01056
55020.0,-0.05907,0.03962,1.01046
55224.0,-0.05905,0.03955,1.00995
55428.0,-0.05913,0.03972,1.01046
55632.0,-0.05915,0.03976,1.01
55836.0,-0.05917,0.03974,1.00985
56040.0,-0.05919,0.03989,1.01011
56244.0,-0.05945,0.03998,1.00996
56448.0,-0.05924,0.03976,1.01016
56652.0,-0.05919,0.03976,1.01002
56856.0,-0.0591,0.03978,1.01005
57060.0,-0.05894,0.03967,1.01036
57264.0,-0.05911,0.03973,1.01007
57468.0,-0.05902,0.03974,1.01031
57672.0,-0.05897,0.03969,1.01028
57876.0,-0.05925,0.0397,1.01023
58080.0,-0.05916,0.0398,1.01019
58284.0,-0.0593,0.03996,1.01028
58488.0,-0.05911,0.03965,1.01019
58692.0,-0.05941,0.04,1.01017
58896.0,-0.05933,0.03978,1.01
59100.0,-0.05913,0.03968,1.01002
59304.0,-0.05909,0.03964,1.01023
59508.0,-0.05917,0.03967,1.00994
59712.0,-0.05927,0.03996,1.01035
59916.0,-0.05928,0.0397,1.00974
60120.0,-0.05931,0.03984,1.01012
60324.0,-0.05944,0.03992,1.01006
60528.0,-0.05912,0.03965,1.01036
60732.0,-0.05906,0.03951,1.01027
60936.0,-0.05911,0.03958,1.01022
61140.0,-0.05925,0.03964,1.01017
61344.0,-0.05904,0.03959,1.01018
61548.0,-0.05934,0.03976,1.00998
61752.0,-0.05944,0.0401,1.01004
61956.0,-0.05921,0.03984,1.01014
62160.0,-0.05906,0.03983,1.01029
62364.0,-0.05908,0.03967,1.01038
62568.0,-0.05929,0.03992,1.01011
62772.0,-0.0592,0.03965,1.01028
62976.0,-0.05905,0.03961,1.01014
63180.0,-0.0592,0.0397,1.01021
63384.0,-0.0592,0.03978,1.01008
63588.0,-0.05928,0.03988,1.01
63792.0,-0.0591,0.03953,1.00986
63996.0,-0.0591,0.0396,1.00998
64200.0,-0.05919,0.0398,1.01002
64404.0,-0.05924,0.0399,1.01005
64608.0,-0.05911,0.03973,1.01006
64812.0,-0.05914,0.03967,1.01009
65016.0,-0.05916,0.0397,1.01026
65220.0,-0.05936,0.04004,1.01019
65424.0,-0.05921,0.03976,1.01032
