TimeStamp_(ms),acc(_x_(g),acc_y_(g),acc_z_(g)
810232.0,0.96096,0.05348,0.02084
811036.0,0.96104,0.05344,0.02089
811840.0,0.96091,0.05347,0.0209
812644.0,0.96091,0.05335,0.02092
813448.0,0.96091,0.05343,0.02091
814252.0,0.96092,0.05336,0.02091
815056.0,0.9609,0.05344,0.02075
815860.0,0.96088,0.05348,0.02077
816664.0,0.96099,0.05348,0.02072
817468.0,0.96103,0.05344,0.02075
818272.0,0.96092,0.0535,0.02069
819076.0,0.96086,0.05355,0.02066
819880.0,0.96082,0.05354,0.02058
820684.0,0.96098,0.05353,0.02066
821488.0,0.96095,0.05344,0.02067
822292.0,0.96096,0.05348,0.02073
823096.0,0.96101,0.0535,0.02082
823900.0,0.961,0.05354,0.02071
824704.0,0.96113,0.05343,0.02086
825508.0,0.96082,0.05359,0.0206
826312.0,0.96093,0.05357,0.02061
827116.0,0.96083,0.05357,0.02051
827920.0,0.96072,0.05361,0.02049
828724.0,0.96089,0.05354,0.02078
829528.0,0.96084,0.05351,0.02079
830332.0,0.96101,0.05346,0.02075
831136.0,0.961,0.05344,0.02068
831940.0,0.96092,0.05359,0.02058
832744.0,0.96112,0.05345,0.02088
833548.0,0.96094,0.05361,0.02067
834352.0,0.96111,0.05333,0.02091
835156.0,0.96097,0.05356,0.02065
835960.0,0.96091,0.05347,0.02061
836764.0,0.96086,0.05365,0.02061
837568.0,0.96091,0.05345,0.02067
838372.0,0.96087,0.0536,0.02055
839176.0,0.96099,0.05336,0.02079
839980.0,0.96085,0.05348,0.0207
840784.0,0.96099,0.0533,0.02073
841588.0,0.96092,0.05345,0.02069
842392.0,0.96074,0.05358,0.0206
843196.0,0.96092,0.05342,0.02078
844000.0,0.96097,0.05339,0.02076
844804.0,0.96083,0.05364,0.02069
845608.0,0.96095,0.05355,0.02071
846412.0,0.96093,0.05344,0.02072
847216.0,0.96079,0.05363,0.02054
848020.0,0.96094,0.05347,0.0206
848824.0,0.96088,0.0534,0.02069
849628.0,0.96081,0.05356,0.02054
850432.0,0.96093,0.05357,0.02055
851236.0,0.9609,0.0536,0.02051
852040.0,0.96091,0.05364,0.02049
852844.0,0.96097,0.05352,0.02068
853648.0,0.9609,0.05365,0.02053
854452.0,0.96079,0.05372,0.02047
855256.0,0.96096,0.05362,0.02054
856060.0,0.96097,0.05358,0.0206
856864.0,0.96102,0.05356,0.02065
857668.0,0.96104,0.05358,0.02076
858472.0,0.96109,0.05346,0.02075
859276.0,0.96109,0.05348,0.02069
860080.0,0.96099,0.05344,0.02068
860884.0,0.961,0.05342,0.02073
861688.0,0.96077,0.05371,0.02062
862492.0,0.96077,0.05366,0.02067
863300.0,0.96077,0.05365,0.02048
864104.0,0.96082,0.05358,0.02052
864908.0,0.96072,0.05364,0.0204
865712.0,0.9609,0.05348,0.02045
866516.0,0.96088,0.05345,0.02054
867320.0,0.96091,0.0535,0.0205
868124.0,0.96082,0.05363,0.02038
868928.0,0.96092,0.05352,0.02056
869732.0,0.96084,0.05359,0.02061
870536.0,0.96079,0.05374,0.02046
871340.0,0.96099,0.05346,0.02062
872144.0,0.96098,0.0535,0.02063
872948.0,0.96099,0.05355,0.02059
873752.0,0.96098,0.05356,0.02056
874556.0,0.96083,0.05371,0.02052
875360.0,0.96098,0.05364,0.02065
876164.0,0.96098,0.05356,0.0207
876968.0,0.96087,0.05359,0.02053
877772.0,0.96089,0.05353,0.02038
878576.0,0.96099,0.05344,0.02044
879380.0,0.9609,0.05352,0.02042
880184.0,0.96073,0.05362,0.0204
880988.0,0.96084,0.05353,0.02045
881792.0,0.96086,0.05368,0.02049
882596.0,0.96068,0.05369,0.02026
883400.0,0.96086,0.05354,0.02044
884204.0,0.96086,0.0536,0.02046
885008.0,0.96087,0.05363,0.02051
885812.0,0.96078,0.05383,0.02054
886616.0,0.96075,0.0537,0.02062
887420.0,0.96088,0.05363,0.02059
888224.0,0.96086,0.05375,0.02054
889028.0,0.96083,0.05376,0.02052
889832.0,0.96082,0.05366,0.0205
