TimeStamp_(ms),acc(_x_(g),acc_y_(g),acc_z_(g)
513884.0,0.96081,0.05362,0.02069
514528.0,0.96085,0.05344,0.02078
515172.0,0.96084,0.05349,0.02079
515816.0,0.96073,0.05356,0.02087
516460.0,0.96091,0.05342,0.02087
517104.0,0.96074,0.05365,0.02074
517748.0,0.9609,0.05352,0.02067
518392.0,0.9608,0.05354,0.02074
519036.0,0.96079,0.05357,0.02072
519680.0,0.96083,0.05358,0.02065
520324.0,0.96081,0.05356,0.02063
520968.0,0.96077,0.05358,0.02059
521612.0,0.9608,0.05356,0.0204
522256.0,0.96084,0.05364,0.02065
522900.0,0.96099,0.05347,0.02085
523544.0,0.96078,0.05358,0.02084
524188.0,0.96083,0.05351,0.02072
524832.0,0.96079,0.05346,0.02073
525476.0,0.96083,0.05347,0.02075
526120.0,0.9609,0.0535,0.0208
526764.0,0.9608,0.05348,0.02077
527408.0,0.96083,0.05342,0.02069
528052.0,0.96079,0.05356,0.02064
528696.0,0.96079,0.05342,0.02064
529340.0,0.96088,0.05353,0.02053
529988.0,0.96109,0.05327,0.02065
530632.0,0.96083,0.05357,0.0206
531276.0,0.96084,0.05372,0.02052
531920.0,0.9609,0.05351,0.02062
532564.0,0.96074,0.05368,0.02059
533208.0,0.96071,0.05373,0.02061
533852.0,0.96086,0.05355,0.02065
534496.0,0.96081,0.05351,0.02063
535140.0,0.96083,0.05353,0.02072
535784.0,0.96082,0.05353,0.02072
536428.0,0.96081,0.05361,0.02059
537072.0,0.96089,0.05356,0.02053
537716.0,0.96095,0.05363,0.02036
538360.0,0.96104,0.05348,0.02072
539004.0,0.96101,0.05346,0.02059
539648.0,0.96094,0.05346,0.02061
540292.0,0.96075,0.05363,0.02043
540936.0,0.96095,0.05351,0.0204
541580.0,0.96089,0.05357,0.02053
542224.0,0.96094,0.05355,0.02065
542868.0,0.96082,0.05353,0.02074
543512.0,0.96085,0.05341,0.02079
544156.0,0.96075,0.05356,0.02055
544800.0,0.96104,0.0534,0.02067
545444.0,0.9609,0.05345,0.02068
546088.0,0.9609,0.05348,0.02068
546732.0,0.9609,0.05342,0.02071
547376.0,0.96095,0.05329,0.02063
548020.0,0.96087,0.0535,0.02068
548664.0,0.9608,0.05353,0.02059
549308.0,0.96084,0.05348,0.02061
549952.0,0.96084,0.05351,0.02058
550596.0,0.96079,0.05355,0.02062
551240.0,0.96093,0.05349,0.02074
551884.0,0.96087,0.05367,0.02064
552528.0,0.9609,0.05366,0.02073
553172.0,0.96086,0.05357,0.02066
553816.0,0.96083,0.05366,0.02065
554460.0,0.96077,0.05376,0.02052
555104.0,0.96091,0.05353,0.0205
555748.0,0.96097,0.05347,0.02076
556392.0,0.96085,0.05349,0.0206
557036.0,0.96075,0.05361,0.02048
557680.0,0.96084,0.05364,0.02055
558324.0,0.96098,0.05355,0.02061
558968.0,0.96085,0.05367,0.02052
559612.0,0.96088,0.05371,0.02055
560256.0,0.96086,0.05355,0.02056
560900.0,0.96085,0.05357,0.02053
561544.0,0.9608,0.05363,0.02071
562188.0,0.96094,0.05336,0.02079
562832.0,0.96081,0.05351,0.02087
563476.0,0.96089,0.05348,0.02073
564120.0,0.9608,0.0537,0.02056
564764.0,0.96075,0.05367,0.02066
565408.0,0.96082,0.05347,0.02068
566052.0,0.96092,0.05337,0.02067
566696.0,0.96095,0.05331,0.02062
567340.0,0.96092,0.05348,0.02062
567984.0,0.96096,0.05336,0.02072
568628.0,0.96093,0.05338,0.02072
569272.0,0.96098,0.05339,0.02061
569916.0,0.96085,0.05363,0.02067
570560.0,0.96095,0.05341,0.02059
571204.0,0.96078,0.05355,0.0206
571848.0,0.96105,0.05342,0.02071
572492.0,0.96075,0.05356,0.02044
573136.0,0.96077,0.05359,0.02053
573780.0,0.96096,0.05346,0.02072
574424.0,0.96095,0.05335,0.0207
575068.0,0.96088,0.0536,0.02046
575712.0,0.9609,0.05343,0.02047
576356.0,0.96085,0.05354,0.02055
577000.0,0.96095,0.05343,0.02066
577644.0,0.96092,0.05354,0.02056
