TimeStamp_(ms),acc(_x_(g),acc_y_(g),acc_z_(g)
156556.0,0.96075,0.05339,0.02099
156920.0,0.96086,0.05324,0.02102
157284.0,0.96093,0.05315,0.02095
157648.0,0.96084,0.05317,0.02104
158012.0,0.96095,0.05319,0.02097
158376.0,0.96097,0.05311,0.021
158740.0,0.96089,0.05311,0.02101
159104.0,0.96093,0.05312,0.02103
159468.0,0.96093,0.05303,0.02104
159832.0,0.96098,0.05321,0.02098
160196.0,0.96077,0.0532,0.02104
160560.0,0.96092,0.05323,0.02109
160924.0,0.96096,0.0532,0.02114
161288.0,0.96083,0.05315,0.02116
161652.0,0.9609,0.0531,0.02102
162016.0,0.96093,0.05318,0.0211
162380.0,0.96101,0.0532,0.02101
162744.0,0.96093,0.05319,0.02099
163108.0,0.96088,0.05336,0.02108
163472.0,0.96103,0.05319,0.02094
163836.0,0.96099,0.05311,0.02095
164200.0,0.96096,0.05307,0.02088
164568.0,0.96111,0.05315,0.02081
164932.0,0.961,0.05309,0.02093
165296.0,0.96106,0.0531,0.02079
165660.0,0.96121,0.05287,0.02085
166024.0,0.96104,0.053,0.02093
166388.0,0.96105,0.05299,0.02092
166752.0,0.96098,0.05309,0.02088
167116.0,0.96082,0.05327,0.02073
167480.0,0.96074,0.05332,0.0207
167844.0,0.96087,0.05318,0.02087
168208.0,0.96088,0.05333,0.02083
168572.0,0.96099,0.05313,0.02098
168936.0,0.96098,0.0531,0.02097
169300.0,0.96108,0.05311,0.02106
169664.0,0.961,0.05305,0.02108
170028.0,0.96083,0.0533,0.02105
170392.0,0.96089,0.05328,0.0211
170756.0,0.96076,0.05334,0.02112
171120.0,0.96089,0.05327,0.02108
171484.0,0.96085,0.05332,0.02111
171848.0,0.96092,0.0532,0.021
172212.0,0.96089,0.05335,0.0209
172576.0,0.96077,0.05343,0.0211
172940.0,0.96082,0.05326,0.02097
173304.0,0.96076,0.05328,0.02089
173668.0,0.96102,0.05313,0.02114
174032.0,0.96075,0.05343,0.02091
174396.0,0.96096,0.05324,0.02082
174760.0,0.96087,0.05317,0.02092
175124.0,0.9609,0.05323,0.02087
175488.0,0.96069,0.05342,0.02066
175852.0,0.96077,0.05351,0.0208
176216.0,0.96085,0.05325,0.02086
176580.0,0.96079,0.05342,0.02097
176944.0,0.96078,0.05323,0.02115
177308.0,0.9608,0.05338,0.02103
177672.0,0.96091,0.05335,0.02099
178036.0,0.96078,0.05362,0.02089
178400.0,0.96087,0.05346,0.02071
178764.0,0.9608,0.05336,0.0207
179128.0,0.96085,0.05336,0.02063
179492.0,0.96085,0.05339,0.02066
179856.0,0.96067,0.0536,0.02068
180220.0,0.96069,0.05357,0.02047
180584.0,0.96064,0.05358,0.02043
180948.0,0.9608,0.05343,0.02082
181312.0,0.96074,0.05346,0.02062
181676.0,0.96068,0.05356,0.02061
182040.0,0.96079,0.05336,0.02076
182404.0,0.96077,0.0534,0.02075
182768.0,0.96079,0.05337,0.02081
183132.0,0.9608,0.05345,0.0208
183496.0,0.96062,0.05354,0.02071
183860.0,0.96076,0.05336,0.02088
184224.0,0.96059,0.05359,0.02067
184588.0,0.96054,0.05373,0.02043
184952.0,0.96057,0.05356,0.02038
185316.0,0.96067,0.05356,0.02049
185680.0,0.96078,0.05341,0.0207
186044.0,0.96082,0.05341,0.02076
186408.0,0.9608,0.05328,0.02064
186772.0,0.9606,0.05342,0.0208
187136.0,0.96076,0.05336,0.02086
187500.0,0.9607,0.05345,0.0208
187864.0,0.96061,0.05351,0.02056
188228.0,0.96077,0.05331,0.02062
188592.0,0.96063,0.05363,0.02056
188956.0,0.96077,0.0533,0.02087
189320.0,0.96083,0.05342,0.02057
189684.0,0.9608,0.05344,0.02074
190048.0,0.96054,0.05364,0.02063
190412.0,0.9607,0.05354,0.02071
190776.0,0.96072,0.05355,0.02044
191140.0,0.96062,0.0536,0.02033
191504.0,0.9607,0.05358,0.02029
191868.0,0.96087,0.05331,0.02065
192232.0,0.96079,0.05337,0.02053
192596.0,0.96064,0.05347,0.02044
