TimeStamp_(ms),acc(_x_(g),acc_y_(g),acc_z_(g)
653668.0,0.9606,0.05384,0.02065
654392.0,0.96074,0.05372,0.02047
655116.0,0.96078,0.05372,0.02057
655840.0,0.96078,0.05377,0.02071
656564.0,0.96071,0.05379,0.02051
657288.0,0.9609,0.05363,0.0205
658012.0,0.96072,0.05365,0.02039
658736.0,0.96076,0.05362,0.02062
659460.0,0.96085,0.05347,0.02068
660184.0,0.96063,0.05367,0.02057
660908.0,0.96053,0.0538,0.02037
661632.0,0.96064,0.05374,0.02055
662356.0,0.96075,0.05364,0.02073
663080.0,0.96063,0.0538,0.02057
663804.0,0.96085,0.05359,0.02069
664528.0,0.9607,0.05374,0.02057
665252.0,0.96087,0.05359,0.02054
665976.0,0.96066,0.05381,0.02046
666700.0,0.96077,0.05374,0.02071
667424.0,0.96062,0.05377,0.02072
668148.0,0.9608,0.0537,0.02064
668872.0,0.9607,0.0537,0.02046
669596.0,0.96064,0.05379,0.02029
670320.0,0.9607,0.05371,0.02054
671044.0,0.96085,0.05355,0.0207
671768.0,0.96077,0.05355,0.02065
672492.0,0.96068,0.05378,0.02045
673216.0,0.96078,0.05359,0.02057
673940.0,0.96076,0.05358,0.02052
674664.0,0.9608,0.0536,0.02056
675388.0,0.96077,0.05362,0.0204
676112.0,0.96075,0.05367,0.0205
676836.0,0.96066,0.05368,0.02048
677560.0,0.96072,0.05375,0.02031
678284.0,0.96067,0.05363,0.02036
679008.0,0.96065,0.05361,0.02051
679732.0,0.96078,0.05358,0.02068
680456.0,0.96085,0.05341,0.02069
681180.0,0.96082,0.05349,0.02067
681904.0,0.96076,0.05362,0.02059
682628.0,0.96065,0.05362,0.02052
683352.0,0.96065,0.05376,0.02043
684076.0,0.9607,0.05367,0.02046
684800.0,0.96081,0.05363,0.02057
685524.0,0.96073,0.05367,0.02044
686248.0,0.96076,0.05363,0.02051
686972.0,0.96066,0.05382,0.02036
687696.0,0.96079,0.05346,0.02066
688420.0,0.96083,0.05352,0.02063
689144.0,0.96089,0.05356,0.02072
689868.0,0.96075,0.05371,0.02059
690592.0,0.96071,0.05371,0.02035
691316.0,0.96073,0.0536,0.02052
692040.0,0.96076,0.05356,0.02052
692764.0,0.96072,0.05375,0.02049
693488.0,0.9608,0.05361,0.02064
694212.0,0.9608,0.05362,0.02049
694936.0,0.96084,0.05354,0.0206
695660.0,0.96083,0.05345,0.02071
696384.0,0.96076,0.0536,0.02058
697108.0,0.96072,0.05353,0.02064
697832.0,0.96082,0.0535,0.02054
698556.0,0.96075,0.05359,0.0204
699280.0,0.96087,0.05349,0.02054
700004.0,0.96092,0.05348,0.02059
700728.0,0.96096,0.05344,0.02072
701452.0,0.96076,0.05374,0.02048
702176.0,0.961,0.05347,0.02057
702900.0,0.96091,0.05346,0.02073
703624.0,0.96099,0.05353,0.02072
704348.0,0.96082,0.05351,0.02065
705072.0,0.96076,0.05364,0.02042
705796.0,0.96079,0.05353,0.02056
706520.0,0.96082,0.05357,0.0206
707244.0,0.96088,0.05347,0.02066
707968.0,0.96084,0.05359,0.02057
708692.0,0.96071,0.05368,0.02039
709416.0,0.9607,0.05364,0.02038
710140.0,0.96067,0.05377,0.02055
710864.0,0.9609,0.05351,0.02081
711588.0,0.96075,0.05361,0.02043
712312.0,0.96077,0.05366,0.02038
713036.0,0.96076,0.05357,0.02053
713760.0,0.96083,0.05362,0.02052
714484.0,0.96077,0.0536,0.02081
715208.0,0.96081,0.05348,0.02072
715932.0,0.96072,0.0536,0.0203
716656.0,0.9608,0.05359,0.02059
717380.0,0.96092,0.05348,0.02058
718104.0,0.96075,0.05354,0.02049
718828.0,0.96086,0.05361,0.02059
719552.0,0.9608,0.05363,0.02045
720276.0,0.96082,0.05372,0.02033
721000.0,0.96073,0.05368,0.02044
721724.0,0.9608,0.05346,0.0206
722448.0,0.96092,0.05341,0.02054
723172.0,0.96085,0.05353,0.02055
723896.0,0.96094,0.05349,0.02055
724620.0,0.96086,0.05345,0.02067
725344.0,0.9608,0.05347,0.02057
