TimeStamp_(ms),acc(_x_(g),acc_y_(g),acc_z_(g)
581668.0,0.96078,0.05371,0.02047
582352.0,0.9608,0.05355,0.02069
583036.0,0.96086,0.05365,0.02064
583720.0,0.96088,0.05363,0.02076
584404.0,0.96085,0.05356,0.02082
585088.0,0.96091,0.05356,0.02071
585772.0,0.96091,0.05354,0.02063
586456.0,0.96073,0.05377,0.02059
587140.0,0.96092,0.05345,0.02084
587824.0,0.96093,0.05362,0.02079
588508.0,0.96085,0.05365,0.02067
589192.0,0.96085,0.05366,0.02057
589876.0,0.96078,0.05377,0.02063
590560.0,0.96082,0.05374,0.0206
591244.0,0.96078,0.05373,0.02064
591928.0,0.96071,0.05377,0.02058
592612.0,0.96085,0.05361,0.02056
593296.0,0.96087,0.05367,0.02059
593980.0,0.96088,0.05354,0.0206
594664.0,0.96094,0.05353,0.02077
595348.0,0.96094,0.05358,0.02068
596032.0,0.9609,0.05357,0.02072
596716.0,0.96095,0.05349,0.0207
597400.0,0.96085,0.05364,0.02059
598084.0,0.96092,0.05344,0.02067
598768.0,0.96077,0.05367,0.0206
599452.0,0.961,0.05344,0.02083
600136.0,0.96088,0.05357,0.02059
600820.0,0.96106,0.05349,0.02072
601504.0,0.96099,0.05353,0.02085
602188.0,0.96092,0.05346,0.02083
602872.0,0.96079,0.05359,0.0207
603556.0,0.96099,0.05341,0.02083
604240.0,0.96077,0.05363,0.02078
604924.0,0.96087,0.05364,0.02078
605608.0,0.9608,0.05364,0.02083
606292.0,0.9609,0.05357,0.02098
606980.0,0.96107,0.05342,0.02095
607664.0,0.96095,0.05358,0.02078
608348.0,0.96099,0.05352,0.02092
609032.0,0.9609,0.05349,0.02097
609716.0,0.9609,0.05356,0.02094
610400.0,0.96093,0.05355,0.02072
611084.0,0.96096,0.05346,0.02061
611768.0,0.96098,0.05354,0.02059
612452.0,0.9609,0.05367,0.02072
613136.0,0.96082,0.05366,0.02073
613820.0,0.96085,0.05362,0.02074
614504.0,0.96097,0.05356,0.02077
615188.0,0.96086,0.05362,0.02077
615872.0,0.96077,0.0536,0.0206
616556.0,0.9607,0.05371,0.02056
617240.0,0.9608,0.0537,0.02072
617924.0,0.96084,0.05363,0.0207
618608.0,0.96087,0.05357,0.0207
619292.0,0.96102,0.05339,0.02082
619976.0,0.96096,0.05346,0.02083
620660.0,0.96087,0.05351,0.02075
621344.0,0.96077,0.05356,0.02062
622028.0,0.96093,0.05346,0.02079
622712.0,0.96099,0.05348,0.0207
623396.0,0.96093,0.05354,0.02069
624080.0,0.96078,0.05367,0.02061
624764.0,0.9609,0.05358,0.02069
625448.0,0.96096,0.05337,0.0207
626132.0,0.96095,0.0535,0.0207
626816.0,0.96084,0.05362,0.02056
627500.0,0.96093,0.05346,0.02062
628184.0,0.96078,0.05362,0.02062
628868.0,0.96074,0.05371,0.02057
629552.0,0.96074,0.05369,0.02055
630236.0,0.96071,0.05379,0.02061
630920.0,0.96092,0.05349,0.02076
631604.0,0.96094,0.05359,0.02063
632288.0,0.96089,0.05356,0.02077
632972.0,0.9609,0.05364,0.02072
633656.0,0.96089,0.05366,0.02067
634340.0,0.96093,0.05358,0.02061
635024.0,0.96069,0.05388,0.02051
635708.0,0.96066,0.0539,0.02053
636392.0,0.9609,0.05366,0.02069
637076.0,0.9608,0.05367,0.02055
637760.0,0.9609,0.05364,0.02053
638444.0,0.9608,0.05369,0.02061
639128.0,0.96085,0.05353,0.02062
639812.0,0.96077,0.05368,0.02051
640496.0,0.96083,0.05367,0.02058
641184.0,0.96085,0.05364,0.02075
641872.0,0.96082,0.05361,0.02078
642556.0,0.96072,0.05373,0.02079
643244.0,0.96083,0.05356,0.02076
643932.0,0.9608,0.05359,0.0208
644616.0,0.96085,0.05363,0.02088
645300.0,0.96099,0.05348,0.02086
645984.0,0.96088,0.0535,0.0207
646668.0,0.9608,0.05364,0.02077
647352.0,0.9609,0.05349,0.02073
648036.0,0.96092,0.0535,0.02075
648720.0,0.96078,0.05369,0.02062
649404.0,0.9608,0.05368,0.02062
