TimeStamp_(ms),acc(_x_(g),acc_y_(g),acc_z_(g)
284756.0,0.96093,0.05334,0.02081
285240.0,0.96086,0.05337,0.02083
285724.0,0.96082,0.05354,0.02082
286208.0,0.96096,0.0534,0.02078
286692.0,0.96093,0.05349,0.02077
287176.0,0.96072,0.05352,0.02062
287660.0,0.96088,0.05343,0.02062
288144.0,0.96093,0.05333,0.02075
288628.0,0.96081,0.05364,0.02067
289112.0,0.96079,0.0535,0.02081
289596.0,0.96072,0.05363,0.02064
290080.0,0.9607,0.0537,0.02069
290564.0,0.96093,0.05353,0.02091
291048.0,0.96095,0.05343,0.02087
291532.0,0.96093,0.0535,0.02098
292016.0,0.96099,0.05339,0.02099
292500.0,0.96089,0.05334,0.0209
292984.0,0.96098,0.05339,0.02096
293468.0,0.96112,0.05339,0.0209
293952.0,0.96092,0.05355,0.02087
294436.0,0.96085,0.05341,0.02065
294920.0,0.96098,0.0534,0.02078
295404.0,0.96075,0.0536,0.02072
295888.0,0.96071,0.05369,0.02075
296372.0,0.96106,0.0533,0.02086
296856.0,0.96087,0.05357,0.02102
297340.0,0.9607,0.05368,0.02079
297824.0,0.96096,0.05345,0.02106
298308.0,0.96084,0.05352,0.02081
298792.0,0.9609,0.05345,0.02099
299276.0,0.96099,0.05343,0.02077
299760.0,0.96108,0.0534,0.02064
300244.0,0.96095,0.05353,0.02068
300728.0,0.96085,0.05368,0.02041
301212.0,0.96085,0.05363,0.0206
301696.0,0.96093,0.05361,0.02068
302180.0,0.9608,0.05355,0.02055
302664.0,0.96098,0.05356,0.02063
303148.0,0.96081,0.05371,0.02065
303632.0,0.96086,0.05353,0.02073
304116.0,0.96084,0.05364,0.02068
304600.0,0.9608,0.05368,0.02048
305084.0,0.96078,0.05369,0.02074
305568.0,0.96091,0.05355,0.02077
306052.0,0.96083,0.05374,0.02064
306536.0,0.96083,0.05369,0.02071
307020.0,0.96084,0.05365,0.02073
307504.0,0.96087,0.05356,0.02093
307988.0,0.96076,0.05355,0.02074
308472.0,0.96089,0.05355,0.0207
308956.0,0.96081,0.05358,0.0208
309440.0,0.961,0.05341,0.02087
309924.0,0.96091,0.05353,0.02082
310408.0,0.96093,0.05337,0.02074
310892.0,0.96094,0.05337,0.02064
311376.0,0.96099,0.05339,0.02059
311860.0,0.961,0.05337,0.02079
312348.0,0.96105,0.05341,0.02069
312832.0,0.96088,0.05352,0.02054
313316.0,0.9611,0.05336,0.02064
313800.0,0.96108,0.05325,0.02069
314284.0,0.96106,0.05335,0.02092
314768.0,0.96105,0.05335,0.02081
315252.0,0.96097,0.05336,0.02081
315736.0,0.96088,0.05358,0.02078
316220.0,0.96076,0.05367,0.02066
316704.0,0.96084,0.05359,0.02069
317188.0,0.96089,0.0535,0.02067
317672.0,0.96084,0.05347,0.02067
318156.0,0.96088,0.05356,0.02063
318640.0,0.96081,0.05356,0.0207
319124.0,0.96091,0.05353,0.02062
319608.0,0.96099,0.05349,0.02075
320092.0,0.96087,0.05357,0.0207
320576.0,0.9609,0.05353,0.02068
321060.0,0.96087,0.05354,0.02064
321544.0,0.96096,0.05352,0.0208
322028.0,0.96088,0.05342,0.02069
322512.0,0.9607,0.05364,0.02042
322996.0,0.96073,0.05368,0.02064
323480.0,0.96071,0.05362,0.02056
323964.0,0.96073,0.0536,0.02074
324448.0,0.96081,0.05361,0.02083
324932.0,0.96063,0.05373,0.02085
325416.0,0.96088,0.05353,0.02078
325900.0,0.96072,0.05361,0.02074
326384.0,0.9607,0.05343,0.02079
326868.0,0.96084,0.05331,0.02086
327352.0,0.96086,0.05357,0.02084
327836.0,0.96085,0.05358,0.02063
328320.0,0.96078,0.05351,0.02079
328804.0,0.96072,0.05363,0.02059
329288.0,0.96075,0.0537,0.02055
329772.0,0.96082,0.05349,0.02072
330256.0,0.96085,0.05353,0.02076
330740.0,0.96074,0.05359,0.02071
331224.0,0.96064,0.05359,0.02081
331708.0,0.96074,0.05355,0.02097
332192.0,0.96065,0.05364,0.02083
332676.0,0.96078,0.05364,0.02103
