TimeStamp_(ms),acc(_x_(g),acc_y_(g),acc_z_(g)
14456.0,0.96046,0.05325,0.02057
14580.0,0.96049,0.05324,0.02047
14704.0,0.96036,0.05335,0.0205
14828.0,0.96045,0.05318,0.0204
14952.0,0.96051,0.05313,0.02044
15080.0,0.96033,0.05344,0.02056
15204.0,0.96046,0.05326,0.02076
15328.0,0.96034,0.05332,0.02068
15452.0,0.96059,0.0532,0.02084
15576.0,0.96045,0.05322,0.02089
15700.0,0.96065,0.05305,0.02096
15824.0,0.9607,0.05308,0.02077
15948.0,0.96064,0.05293,0.0208
16072.0,0.96065,0.05318,0.0208
16196.0,0.96083,0.05311,0.02082
16320.0,0.96067,0.05314,0.0209
16444.0,0.96061,0.05344,0.02112
16568.0,0.96064,0.05316,0.02095
16692.0,0.96059,0.05298,0.02089
16816.0,0.96053,0.05345,0.02088
16940.0,0.96057,0.05337,0.021
17064.0,0.96046,0.05333,0.02092
17192.0,0.9606,0.05337,0.02083
17316.0,0.96049,0.05345,0.02072
17440.0,0.96046,0.05344,0.02074
17564.0,0.96061,0.05325,0.02062
17688.0,0.96052,0.05339,0.02078
17812.0,0.96037,0.05338,0.02078
17936.0,0.96065,0.05314,0.02085
18060.0,0.96066,0.05311,0.02093
18184.0,0.9605,0.05326,0.0208
18308.0,0.96027,0.05355,0.02091
18432.0,0.96056,0.05322,0.02079
18556.0,0.9605,0.05347,0.02072
18680.0,0.9605,0.0534,0.02072
18804.0,0.96051,0.05343,0.02077
18928.0,0.96046,0.05351,0.02091
19052.0,0.96075,0.05339,0.02085
19176.0,0.96054,0.05318,0.02101
19300.0,0.96074,0.05309,0.02109
19424.0,0.96074,0.05302,0.02102
19548.0,0.96059,0.05314,0.02103
19672.0,0.96077,0.05291,0.02084
19796.0,0.96075,0.05346,0.02106
19920.0,0.96078,0.05309,0.02123
20044.0,0.96052,0.05328,0.0207
20168.0,0.96044,0.05351,0.02093
20292.0,0.96052,0.05329,0.02076
20416.0,0.96063,0.05314,0.0208
20540.0,0.96067,0.05319,0.02095
20664.0,0.96081,0.05301,0.02108
20788.0,0.96084,0.05293,0.02105
20912.0,0.96075,0.05293,0.02117
21036.0,0.96083,0.05322,0.02105
21160.0,0.96075,0.05301,0.02099
21284.0,0.96062,0.05312,0.02089
21408.0,0.96068,0.05311,0.02105
21532.0,0.96083,0.05313,0.02112
21656.0,0.96047,0.05343,0.02089
21780.0,0.96053,0.0533,0.02116
21904.0,0.96072,0.05314,0.02119
22028.0,0.96084,0.05311,0.02132
22152.0,0.96078,0.0531,0.02118
22276.0,0.96076,0.05312,0.02114
22400.0,0.96054,0.05324,0.02096
22524.0,0.96088,0.05291,0.02083
22648.0,0.96109,0.05285,0.02077
22772.0,0.96033,0.05323,0.02089
22896.0,0.96082,0.05321,0.02083
23020.0,0.96089,0.05319,0.02082
23144.0,0.96082,0.0532,0.0207
23268.0,0.96048,0.05346,0.02062
23392.0,0.96058,0.05321,0.02059
23516.0,0.96078,0.05325,0.02052
23640.0,0.96059,0.05331,0.02075
23764.0,0.96078,0.0532,0.02103
23888.0,0.96078,0.05302,0.02087
24012.0,0.96072,0.05336,0.02099
24136.0,0.96059,0.05303,0.02094
24260.0,0.9608,0.05314,0.02085
24384.0,0.96058,0.05326,0.0208
24508.0,0.96063,0.0532,0.02084
24632.0,0.96058,0.05325,0.02068
24756.0,0.96078,0.05335,0.02073
24880.0,0.96082,0.05295,0.02093
25004.0,0.96071,0.05306,0.0211
25128.0,0.96081,0.05319,0.02084
25252.0,0.96051,0.05335,0.02077
25376.0,0.96041,0.05358,0.02072
25500.0,0.9606,0.05322,0.02067
25624.0,0.96045,0.05322,0.02064
25748.0,0.96054,0.05333,0.02069
25872.0,0.96068,0.05317,0.02061
25996.0,0.96042,0.05335,0.02064
26120.0,0.96055,0.05329,0.0205
26244.0,0.96045,0.05351,0.02062
26368.0,0.96042,0.05329,0.02076
26492.0,0.9607,0.05318,0.02087
26616.0,0.96045,0.05355,0.02089
26740.0,0.96054,0.05346,0.02079
