TimeStamp_(ms),acc(_x_(g),acc_y_(g),acc_z_(g)
729972.0,-0.04232,1.05768,0.00654
730736.0,-0.04242,1.05779,0.00641
731500.0,-0.04242,1.05782,0.00653
732264.0,-0.04241,1.05776,0.00652
733028.0,-0.04231,1.05768,0.00658
733792.0,-0.0424,1.0577,0.00662
734556.0,-0.04244,1.05771,0.00656
735320.0,-0.04241,1.05784,0.00647
736084.0,-0.04226,1.05772,0.0066
736848.0,-0.04237,1.05781,0.00647
737612.0,-0.04233,1.0577,0.00654
738376.0,-0.04236,1.0577,0.00612
739140.0,-0.0423,1.05768,0.00622
739904.0,-0.04245,1.05774,0.00604
740668.0,-0.04239,1.05776,0.00614
741432.0,-0.04235,1.05782,0.00615
742196.0,-0.04235,1.0578,0.00608
742960.0,-0.04241,1.0578,0.00629
743724.0,-0.04233,1.05781,0.00631
744488.0,-0.04244,1.0579,0.00622
745252.0,-0.04236,1.05784,0.00653
746016.0,-0.04245,1.0579,0.00632
746780.0,-0.0424,1.05785,0.00631
747544.0,-0.04241,1.05779,0.00635
748308.0,-0.0423,1.05782,0.00618
749072.0,-0.04251,1.05789,0.00615
749836.0,-0.04253,1.05788,0.00622
750600.0,-0.04241,1.05781,0.00626
751364.0,-0.04231,1.05773,0.00637
752128.0,-0.04229,1.05781,0.00651
752892.0,-0.04225,1.05771,0.00658
753656.0,-0.04231,1.05761,0.00657
754420.0,-0.04247,1.05782,0.0065
755184.0,-0.04233,1.05769,0.00643
755948.0,-0.04235,1.05771,0.00645
756712.0,-0.04236,1.05766,0.0064
757476.0,-0.04229,1.05763,0.00652
758240.0,-0.04243,1.05778,0.00652
759004.0,-0.04236,1.05787,0.00648
759768.0,-0.04248,1.05796,0.00655
760532.0,-0.04225,1.05776,0.00665
761296.0,-0.04227,1.05766,0.00666
762060.0,-0.04248,1.05783,0.00656
762824.0,-0.04242,1.05773,0.00663
763588.0,-0.0422,1.05752,0.00673
764352.0,-0.04231,1.05772,0.00661
765116.0,-0.04236,1.05769,0.00658
765880.0,-0.04229,1.05757,0.00656
766644.0,-0.04232,1.05769,0.00656
767408.0,-0.04229,1.05763,0.00663
768172.0,-0.04232,1.05759,0.00651
768936.0,-0.04244,1.05772,0.00653
769700.0,-0.04229,1.05765,0.00643
770464.0,-0.04233,1.05777,0.00657
771228.0,-0.0423,1.05775,0.00645
771992.0,-0.04231,1.05778,0.00659
772756.0,-0.0424,1.05785,0.00644
773520.0,-0.04246,1.05784,0.00649
774284.0,-0.04241,1.05788,0.00647
775048.0,-0.04245,1.05775,0.00661
775812.0,-0.0424,1.05774,0.00669
776576.0,-0.04236,1.05764,0.00664
777340.0,-0.04246,1.05779,0.00654
778104.0,-0.04243,1.05786,0.0066
778868.0,-0.04232,1.05781,0.00675
779636.0,-0.04239,1.05777,0.00655
780400.0,-0.04232,1.05777,0.0067
781164.0,-0.04223,1.05768,0.00679
781928.0,-0.0423,1.05769,0.00664
782692.0,-0.04244,1.05774,0.00646
783456.0,-0.04231,1.05758,0.00656
784220.0,-0.04232,1.05762,0.0067
784984.0,-0.04239,1.05769,0.00664
785748.0,-0.04228,1.05759,0.00658
786512.0,-0.0423,1.05764,0.00659
787276.0,-0.04221,1.05756,0.00657
788040.0,-0.04237,1.0577,0.00639
788804.0,-0.04222,1.05761,0.0064
789568.0,-0.04225,1.05762,0.00658
790332.0,-0.04237,1.05782,0.00646
791096.0,-0.04237,1.05777,0.00649
791860.0,-0.04224,1.05775,0.00657
792624.0,-0.04217,1.0576,0.00677
793388.0,-0.04227,1.05766,0.00664
794152.0,-0.04217,1.05769,0.00672
794916.0,-0.0423,1.05769,0.00663
795680.0,-0.04219,1.05757,0.00668
796444.0,-0.04222,1.05759,0.00676
797208.0,-0.04215,1.05747,0.00658
797972.0,-0.04216,1.05762,0.00632
798736.0,-0.04223,1.05772,0.00615
799500.0,-0.04238,1.05778,0.00605
800264.0,-0.04227,1.05768,0.00611
801028.0,-0.04237,1.05787,0.00605
801792.0,-0.04232,1.05789,0.00621
802556.0,-0.04232,1.05784,0.00628
803320.0,-0.04238,1.05788,0.00632
804084.0,-0.04224,1.05765,0.00658
804848.0,-0.04233,1.05768,0.00651
805612.0,-0.04232,1.05776,0.00669
