TimeStamp_(ms),acc(_x_(g),acc_y_(g),acc_z_(g)
122476.0,-0.04221,1.05775,0.00642
122800.0,-0.04212,1.0579,0.00621
123124.0,-0.04213,1.05774,0.00631
123448.0,-0.04223,1.05809,0.00638
123772.0,-0.04234,1.05795,0.00652
124096.0,-0.04222,1.05802,0.0065
124420.0,-0.04229,1.05785,0.00653
124744.0,-0.04222,1.0578,0.00645
125068.0,-0.04231,1.05788,0.0064
125392.0,-0.04236,1.058,0.00633
125716.0,-0.04219,1.05781,0.00661
126040.0,-0.04215,1.05782,0.00651
126364.0,-0.04228,1.05811,0.00654
126688.0,-0.04217,1.05777,0.00655
127012.0,-0.04213,1.05776,0.00664
127336.0,-0.04227,1.05786,0.00644
127660.0,-0.04236,1.05809,0.00656
127984.0,-0.04244,1.05798,0.00635
128308.0,-0.04223,1.05774,0.00669
128632.0,-0.04231,1.05783,0.00651
128956.0,-0.04216,1.05771,0.00662
129280.0,-0.04228,1.05791,0.00652
129604.0,-0.04227,1.05804,0.0065
129928.0,-0.04231,1.05789,0.00644
130252.0,-0.04199,1.05762,0.00661
130576.0,-0.0421,1.05802,0.00649
130900.0,-0.04212,1.05788,0.00648
131224.0,-0.04191,1.05766,0.00663
131548.0,-0.04205,1.05776,0.00657
131872.0,-0.04209,1.0578,0.00669
132196.0,-0.04193,1.05776,0.00665
132520.0,-0.04202,1.05775,0.00676
132844.0,-0.04197,1.05773,0.00686
133168.0,-0.042,1.05764,0.00696
133492.0,-0.04211,1.0578,0.0066
133816.0,-0.04217,1.0578,0.00663
134140.0,-0.04212,1.05784,0.00669
134464.0,-0.04211,1.05793,0.00676
134788.0,-0.0422,1.05811,0.0068
135112.0,-0.04216,1.05795,0.00668
135436.0,-0.04212,1.05778,0.00664
135760.0,-0.04223,1.05769,0.00664
136084.0,-0.04219,1.05767,0.00661
136408.0,-0.04231,1.05783,0.00658
136732.0,-0.04225,1.05779,0.00666
137056.0,-0.04218,1.05787,0.00643
137380.0,-0.04221,1.058,0.00628
137704.0,-0.04201,1.05772,0.00636
138028.0,-0.04216,1.05765,0.00659
138352.0,-0.04208,1.05779,0.00671
138676.0,-0.04207,1.05779,0.00659
139000.0,-0.04205,1.05747,0.0067
139324.0,-0.04219,1.05777,0.00667
139648.0,-0.0422,1.05776,0.0067
139972.0,-0.04213,1.05764,0.00681
140296.0,-0.04209,1.05748,0.00689
140620.0,-0.04195,1.05752,0.00674
140944.0,-0.04202,1.05772,0.00672
141268.0,-0.04189,1.05762,0.00668
141592.0,-0.04226,1.05788,0.00649
141916.0,-0.04224,1.05769,0.00648
142240.0,-0.04204,1.05748,0.00667
142564.0,-0.04202,1.05758,0.00662
142888.0,-0.04203,1.05762,0.00675
143212.0,-0.04207,1.0577,0.00678
143536.0,-0.04205,1.05776,0.0066
143860.0,-0.04204,1.05762,0.00653
144184.0,-0.04231,1.05781,0.00649
144508.0,-0.04232,1.05783,0.00644
144832.0,-0.04206,1.05747,0.00672
145156.0,-0.04198,1.05758,0.00677
145480.0,-0.04219,1.05773,0.0066
145804.0,-0.04235,1.05778,0.00669
146128.0,-0.04201,1.05756,0.00685
146452.0,-0.04209,1.05748,0.00689
146776.0,-0.04226,1.05775,0.0066
147100.0,-0.04214,1.05764,0.0067
147424.0,-0.04198,1.05752,0.00688
147748.0,-0.04203,1.05749,0.00691
148072.0,-0.04226,1.05785,0.00663
148396.0,-0.04227,1.05771,0.00651
148720.0,-0.04194,1.0576,0.00671
149044.0,-0.04223,1.05768,0.00669
149368.0,-0.0422,1.05776,0.00662
149692.0,-0.04221,1.05781,0.00664
150016.0,-0.04217,1.05772,0.00659
150340.0,-0.04224,1.05783,0.00658
150664.0,-0.04224,1.05787,0.0066
150988.0,-0.04212,1.05764,0.00674
151312.0,-0.04229,1.05777,0.00661
151636.0,-0.04219,1.05779,0.00677
151960.0,-0.04217,1.05777,0.00665
152284.0,-0.04228,1.05774,0.00654
152608.0,-0.04238,1.05807,0.00649
152932.0,-0.04228,1.05797,0.00639
153256.0,-0.04234,1.05784,0.0066
153580.0,-0.04233,1.05775,0.00642
153904.0,-0.04248,1.05799,0.00633
154228.0,-0.04229,1.05788,0.00642
154552.0,-0.04228,1.05782,0.00675
