TimeStamp_(ms),acc(_x_(g),acc_y_(g),acc_z_(g)
195048.0,-0.04225,1.05787,0.0062
195452.0,-0.04229,1.05793,0.00625
195856.0,-0.0422,1.05782,0.00629
196260.0,-0.04216,1.05781,0.00637
196664.0,-0.04231,1.0579,0.00621
197068.0,-0.04238,1.05785,0.00625
197472.0,-0.04239,1.05806,0.00632
197876.0,-0.04234,1.05796,0.00636
198280.0,-0.04226,1.05795,0.00637
198684.0,-0.04234,1.05809,0.00632
199088.0,-0.04231,1.05799,0.00627
199492.0,-0.04236,1.05793,0.00625
199896.0,-0.04234,1.05794,0.00637
200300.0,-0.04228,1.05786,0.00641
200704.0,-0.04221,1.05789,0.00649
201108.0,-0.04233,1.05793,0.00639
201512.0,-0.04243,1.058,0.00628
201916.0,-0.04222,1.05803,0.00653
202320.0,-0.04225,1.05797,0.00639
202724.0,-0.04232,1.05804,0.00648
203128.0,-0.0422,1.05777,0.00644
203532.0,-0.04236,1.0579,0.00629
203936.0,-0.04226,1.05794,0.00628
204340.0,-0.04229,1.05797,0.00631
204744.0,-0.04233,1.05795,0.00632
205148.0,-0.04232,1.05799,0.00662
205552.0,-0.04204,1.05769,0.00661
205956.0,-0.0424,1.05783,0.00644
206360.0,-0.04237,1.05787,0.00638
206764.0,-0.04242,1.05791,0.00634
207168.0,-0.04233,1.05781,0.00655
207572.0,-0.04212,1.05754,0.00662
207976.0,-0.04243,1.05793,0.00638
208380.0,-0.0423,1.05794,0.0065
208784.0,-0.04201,1.05771,0.00649
209188.0,-0.04228,1.05783,0.00659
209592.0,-0.04225,1.05767,0.00654
209996.0,-0.04225,1.05774,0.00636
210400.0,-0.04214,1.05775,0.00656
210804.0,-0.04218,1.05768,0.00657
211208.0,-0.04228,1.0578,0.00647
211612.0,-0.04237,1.05793,0.00634
212016.0,-0.04241,1.05797,0.00645
212420.0,-0.04236,1.05785,0.00654
212824.0,-0.04235,1.05794,0.00647
213228.0,-0.04245,1.0579,0.00653
213632.0,-0.04215,1.05762,0.0066
214036.0,-0.04212,1.0577,0.0066
214440.0,-0.04205,1.05774,0.00654
214844.0,-0.04217,1.0576,0.00659
215248.0,-0.04212,1.05777,0.0067
215652.0,-0.04213,1.05764,0.0068
216056.0,-0.0422,1.05772,0.00668
216460.0,-0.04198,1.05769,0.0067
216864.0,-0.04222,1.05782,0.00661
217268.0,-0.04228,1.05785,0.00649
217672.0,-0.04217,1.05779,0.00652
218076.0,-0.04227,1.05773,0.00655
218480.0,-0.04222,1.05764,0.00662
218884.0,-0.04213,1.05778,0.00657
219288.0,-0.04229,1.05789,0.00656
219692.0,-0.04243,1.05799,0.00635
220096.0,-0.04247,1.05799,0.00636
220500.0,-0.04247,1.05806,0.0063
220904.0,-0.04243,1.05797,0.00628
221308.0,-0.04242,1.05802,0.00629
221712.0,-0.04244,1.05792,0.00629
222116.0,-0.0425,1.05806,0.00619
222520.0,-0.04241,1.05809,0.00622
222924.0,-0.04228,1.05783,0.00625
223328.0,-0.04235,1.05789,0.00634
223732.0,-0.04228,1.05802,0.00628
224136.0,-0.04219,1.05778,0.00659
224540.0,-0.04237,1.05787,0.00644
224944.0,-0.04233,1.05804,0.00647
225348.0,-0.04243,1.05793,0.00648
225752.0,-0.04227,1.05794,0.00657
226156.0,-0.04214,1.05779,0.00654
226560.0,-0.04232,1.0579,0.00657
226964.0,-0.04226,1.05771,0.0066
227368.0,-0.04235,1.0579,0.00657
227772.0,-0.04237,1.0579,0.00651
228176.0,-0.0422,1.0578,0.00668
228580.0,-0.04224,1.05774,0.00662
228984.0,-0.04226,1.05774,0.00657
229388.0,-0.04227,1.05786,0.00659
229792.0,-0.0424,1.05785,0.00643
230196.0,-0.04229,1.05781,0.00652
230604.0,-0.04212,1.05768,0.00652
231008.0,-0.04234,1.05787,0.00653
231412.0,-0.04237,1.05802,0.00651
231816.0,-0.04243,1.05803,0.00647
232220.0,-0.0424,1.05783,0.00646
232624.0,-0.04217,1.05768,0.00662
233028.0,-0.04217,1.05768,0.00648
233432.0,-0.04243,1.05796,0.00626
233836.0,-0.04228,1.05785,0.00639
234240.0,-0.04211,1.05772,0.00639
234644.0,-0.04238,1.058,0.00629
235048.0,-0.04243,1.05809,0.00641
