TimeStamp_(ms),acc(_x_(g),acc_y_(g),acc_z_(g)
27744.0,-0.04238,1.05794,0.00635
27908.0,-0.04231,1.05807,0.00633
28072.0,-0.04241,1.05817,0.00642
28236.0,-0.04221,1.05789,0.00646
28400.0,-0.04232,1.05784,0.00632
28564.0,-0.04249,1.05797,0.0062
28728.0,-0.04237,1.05792,0.00629
28892.0,-0.04226,1.05778,0.00647
29056.0,-0.04237,1.05811,0.00633
29220.0,-0.04228,1.05774,0.00646
29384.0,-0.04235,1.05787,0.00638
29548.0,-0.04224,1.05795,0.00647
29712.0,-0.04245,1.05815,0.00638
29876.0,-0.04232,1.0582,0.0064
30040.0,-0.04241,1.05807,0.00637
30204.0,-0.04248,1.05818,0.00635
30368.0,-0.04241,1.05804,0.0063
30532.0,-0.0423,1.05799,0.00619
30696.0,-0.04237,1.05813,0.00636
30860.0,-0.04241,1.05801,0.00631
31024.0,-0.04237,1.05785,0.00661
31188.0,-0.04203,1.05796,0.00648
31352.0,-0.04204,1.0575,0.00639
31516.0,-0.04223,1.05781,0.00657
31680.0,-0.04225,1.05765,0.00651
31844.0,-0.04225,1.05792,0.00663
32008.0,-0.04218,1.05806,0.00649
32172.0,-0.04216,1.05789,0.00645
32336.0,-0.04229,1.05803,0.00638
32500.0,-0.04238,1.0581,0.00644
32664.0,-0.04229,1.05792,0.00641
32828.0,-0.04208,1.0578,0.00667
32992.0,-0.04232,1.05797,0.00667
33156.0,-0.04238,1.05801,0.00669
33320.0,-0.04238,1.05783,0.00656
33484.0,-0.04229,1.05785,0.00662
33648.0,-0.04215,1.0579,0.00654
33812.0,-0.04214,1.05774,0.00662
33976.0,-0.04213,1.0579,0.00665
34140.0,-0.04207,1.05786,0.00658
34304.0,-0.04226,1.0579,0.00658
34468.0,-0.04238,1.05794,0.00639
34632.0,-0.0422,1.05796,0.00669
34796.0,-0.04215,1.0578,0.00651
34960.0,-0.04229,1.05764,0.00659
35124.0,-0.0423,1.05808,0.00659
35288.0,-0.04212,1.05779,0.0066
35452.0,-0.04232,1.05784,0.00659
35616.0,-0.04211,1.05765,0.0067
35780.0,-0.04215,1.05785,0.00674
35944.0,-0.0422,1.05777,0.00675
36108.0,-0.0421,1.05758,0.00675
36272.0,-0.04239,1.05791,0.00685
36436.0,-0.04217,1.05784,0.00685
36600.0,-0.04201,1.05768,0.00673
36764.0,-0.04226,1.05771,0.00686
36928.0,-0.04211,1.05766,0.00682
37092.0,-0.04207,1.05758,0.00681
37256.0,-0.04215,1.0577,0.0067
37420.0,-0.04216,1.05781,0.00677
37584.0,-0.04231,1.05784,0.00674
37748.0,-0.04233,1.05785,0.00679
37912.0,-0.04245,1.05785,0.00657
38076.0,-0.04241,1.05799,0.00661
38240.0,-0.04216,1.05774,0.00673
38404.0,-0.04237,1.05792,0.00677
38568.0,-0.04233,1.0579,0.00677
38732.0,-0.0422,1.05783,0.0067
38896.0,-0.04243,1.05795,0.00667
39060.0,-0.04218,1.05764,0.0067
39224.0,-0.04231,1.05799,0.00672
39388.0,-0.04245,1.05795,0.00645
39552.0,-0.04245,1.05793,0.00654
39716.0,-0.04245,1.05814,0.00651
39880.0,-0.04244,1.05808,0.00638
40044.0,-0.04257,1.05807,0.00648
40208.0,-0.04239,1.05783,0.00649
40372.0,-0.04235,1.05809,0.00622
40536.0,-0.0424,1.05814,0.00636
40700.0,-0.04234,1.05789,0.00637
40864.0,-0.04226,1.05797,0.00671
41028.0,-0.04228,1.05793,0.0066
41192.0,-0.04233,1.05781,0.00651
41356.0,-0.04211,1.05775,0.00663
41520.0,-0.04229,1.05774,0.00648
41684.0,-0.04233,1.05796,0.00649
41848.0,-0.0423,1.05782,0.00646
42012.0,-0.04226,1.05784,0.0065
42176.0,-0.04227,1.05802,0.00643
42340.0,-0.04251,1.05806,0.00651
42504.0,-0.04236,1.05797,0.00649
42668.0,-0.0424,1.05789,0.0066
42832.0,-0.04226,1.05778,0.0067
42996.0,-0.04252,1.05797,0.00648
43160.0,-0.04237,1.05792,0.00635
43324.0,-0.04244,1.0581,0.00629
43488.0,-0.04244,1.05795,0.00654
43652.0,-0.0423,1.0578,0.00667
43816.0,-0.04242,1.0576,0.00666
43980.0,-0.04219,1.05784,0.00665
