TimeStamp_(ms),acc(_x_(g),acc_y_(g),acc_z_(g)
284412.0,-0.04226,1.05769,0.00681
284896.0,-0.04226,1.05771,0.00658
285380.0,-0.04237,1.05785,0.00651
285864.0,-0.04225,1.05783,0.00656
286348.0,-0.04239,1.05799,0.00645
286832.0,-0.04243,1.05789,0.00651
287316.0,-0.04238,1.05795,0.00658
287800.0,-0.04243,1.05791,0.00642
288284.0,-0.0423,1.05792,0.00647
288768.0,-0.0425,1.05789,0.00639
289252.0,-0.04241,1.05781,0.00634
289736.0,-0.04243,1.05791,0.00646
290220.0,-0.0424,1.05792,0.00654
290704.0,-0.04228,1.0578,0.00642
291188.0,-0.04226,1.05779,0.00649
291672.0,-0.04214,1.05766,0.00662
292156.0,-0.04238,1.05777,0.0066
292640.0,-0.04233,1.05787,0.00653
293124.0,-0.04233,1.05795,0.0064
293608.0,-0.04204,1.0576,0.00656
294092.0,-0.04224,1.05781,0.00643
294576.0,-0.04249,1.05805,0.00642
295060.0,-0.04232,1.05794,0.00636
295544.0,-0.04225,1.05787,0.00638
296028.0,-0.04214,1.05773,0.00655
296512.0,-0.04224,1.05781,0.00642
296996.0,-0.04228,1.05786,0.00636
297480.0,-0.04235,1.05777,0.00649
297964.0,-0.04236,1.05781,0.00637
298448.0,-0.04232,1.05776,0.00653
298932.0,-0.0424,1.05784,0.00643
299416.0,-0.04231,1.0578,0.00642
299900.0,-0.0423,1.05768,0.00655
300384.0,-0.04224,1.0576,0.00642
300868.0,-0.04234,1.05771,0.00647
301352.0,-0.04225,1.05769,0.0065
301836.0,-0.04239,1.05785,0.00646
302320.0,-0.0421,1.05763,0.0066
302804.0,-0.0422,1.05768,0.00664
303288.0,-0.04222,1.0577,0.00671
303772.0,-0.04216,1.05756,0.00664
304256.0,-0.04217,1.05766,0.0065
304740.0,-0.04229,1.05773,0.00646
305224.0,-0.04222,1.05781,0.00652
305708.0,-0.0422,1.05764,0.00669
306192.0,-0.04226,1.05761,0.00667
306676.0,-0.04216,1.05771,0.00671
307160.0,-0.04214,1.05753,0.00667
307644.0,-0.04223,1.05769,0.00662
308128.0,-0.04231,1.05773,0.00654
308612.0,-0.04205,1.0576,0.00662
309096.0,-0.042,1.05756,0.00664
309580.0,-0.04222,1.05768,0.00654
310064.0,-0.04212,1.05776,0.00648
310548.0,-0.04197,1.05759,0.0066
311032.0,-0.04212,1.05757,0.00648
311516.0,-0.04217,1.05756,0.00657
312000.0,-0.04217,1.05761,0.00671
312484.0,-0.04218,1.05768,0.00669
312968.0,-0.04231,1.05772,0.00657
313452.0,-0.04214,1.0577,0.00661
313936.0,-0.04231,1.05778,0.0064
314420.0,-0.0422,1.05779,0.00657
314904.0,-0.04226,1.05784,0.00639
315388.0,-0.04214,1.05776,0.00639
315872.0,-0.04236,1.05787,0.00635
316356.0,-0.04237,1.05793,0.00636
316840.0,-0.04228,1.0578,0.00657
317808.0,-0.04239,1.05792,0.00624
318292.0,-0.0424,1.05798,0.00598
318776.0,-0.04229,1.05779,0.00616
319260.0,-0.04223,1.05773,0.00628
319744.0,-0.04226,1.05784,0.0061
320228.0,-0.04251,1.05802,0.00613
320712.0,-0.04252,1.05809,0.0061
321196.0,-0.04237,1.05796,0.00606
321680.0,-0.04234,1.05805,0.00614
322164.0,-0.04232,1.05797,0.00623
322648.0,-0.04218,1.05773,0.00648
323132.0,-0.04239,1.05795,0.00626
323616.0,-0.04237,1.05791,0.0064
324100.0,-0.04244,1.05815,0.00629
324584.0,-0.04225,1.05781,0.00645
325068.0,-0.04223,1.05772,0.00626
325552.0,-0.04254,1.05798,0.0061
326036.0,-0.04238,1.0579,0.00601
326520.0,-0.04235,1.05794,0.00637
327004.0,-0.0422,1.05786,0.00644
327488.0,-0.04217,1.05779,0.00641
327972.0,-0.0424,1.05798,0.00646
328456.0,-0.04225,1.05792,0.00651
328940.0,-0.04234,1.05779,0.00649
329424.0,-0.0423,1.05784,0.0065
329908.0,-0.0423,1.05784,0.00654
330392.0,-0.04243,1.05787,0.00646
330876.0,-0.0426,1.05804,0.00621
331360.0,-0.04247,1.05785,0.00636
331844.0,-0.04228,1.05775,0.0061
332328.0,-0.04242,1.058,0.00601
332812.0,-0.04219,1.05795,0.00615
