TimeStamp_(ms),acc(_x_(g),acc_y_(g),acc_z_(g)
5568.0,-0.04228,1.05776,0.00712
5652.0,-0.04221,1.05786,0.00691
5736.0,-0.04211,1.05779,0.00696
5820.0,-0.04219,1.0576,0.00708
5904.0,-0.04203,1.05754,0.00722
5988.0,-0.0422,1.05787,0.00711
6072.0,-0.04223,1.05795,0.00693
6156.0,-0.04216,1.05779,0.00684
6240.0,-0.04211,1.05798,0.00686
6324.0,-0.0423,1.05773,0.00676
6408.0,-0.04223,1.05798,0.00678
6492.0,-0.04245,1.05795,0.0067
6576.0,-0.04235,1.058,0.00693
6660.0,-0.04242,1.05806,0.0067
6744.0,-0.04216,1.05767,0.00667
6828.0,-0.04227,1.05811,0.00674
6912.0,-0.04224,1.05772,0.00679
6996.0,-0.04226,1.05812,0.00684
7080.0,-0.0426,1.05798,0.00694
7164.0,-0.0422,1.05784,0.00686
7248.0,-0.04209,1.0578,0.00684
7332.0,-0.04223,1.05791,0.00659
7416.0,-0.04242,1.0577,0.00694
7500.0,-0.04227,1.05813,0.00665
7584.0,-0.04245,1.05799,0.0068
7668.0,-0.04189,1.05783,0.0066
7752.0,-0.04236,1.05795,0.00677
7836.0,-0.04244,1.058,0.00673
7920.0,-0.04234,1.05793,0.00665
8004.0,-0.04227,1.058,0.00671
8092.0,-0.04227,1.058,0.00668
8176.0,-0.04232,1.05782,0.00685
8260.0,-0.04243,1.05795,0.00679
8344.0,-0.04255,1.05798,0.00672
8428.0,-0.0424,1.05796,0.0067
8512.0,-0.04236,1.05798,0.00678
8596.0,-0.04221,1.05802,0.00664
8680.0,-0.04243,1.05787,0.00672
8764.0,-0.04235,1.0579,0.0066
8848.0,-0.04237,1.0579,0.00667
8932.0,-0.04244,1.05811,0.00677
9016.0,-0.04216,1.05792,0.00664
9100.0,-0.04252,1.05801,0.00668
9184.0,-0.04242,1.05785,0.00662
9272.0,-0.04224,1.05779,0.00648
9356.0,-0.04232,1.05798,0.00675
9440.0,-0.04205,1.05783,0.00686
9524.0,-0.04199,1.05782,0.00678
9608.0,-0.04235,1.05786,0.00679
9692.0,-0.04244,1.05795,0.00696
9776.0,-0.04203,1.05768,0.00704
9860.0,-0.04214,1.05776,0.00719
9944.0,-0.04214,1.05787,0.00711
10028.0,-0.0422,1.05772,0.00697
10112.0,-0.04194,1.05766,0.00695
10196.0,-0.04235,1.05796,0.0069
10280.0,-0.04217,1.05789,0.00675
10364.0,-0.04237,1.0581,0.00655
10452.0,-0.04246,1.05788,0.00676
10536.0,-0.04241,1.05805,0.00676
10620.0,-0.04213,1.05775,0.00651
10704.0,-0.04226,1.05811,0.00656
10788.0,-0.04228,1.058,0.00656
10872.0,-0.04226,1.05781,0.0068
10956.0,-0.04232,1.05794,0.00704
11040.0,-0.04201,1.05773,0.00675
11124.0,-0.0424,1.058,0.00693
11208.0,-0.0422,1.05762,0.00666
11292.0,-0.04229,1.05787,0.00662
11376.0,-0.042,1.05774,0.0066
11460.0,-0.04246,1.05831,0.00658
11544.0,-0.04228,1.05779,0.00664
11632.0,-0.04226,1.05791,0.00677
11716.0,-0.04201,1.05795,0.00698
11800.0,-0.04204,1.05762,0.00685
11884.0,-0.04218,1.05771,0.0068
11968.0,-0.04212,1.05772,0.00693
12052.0,-0.04232,1.05805,0.00669
12136.0,-0.04241,1.05798,0.00688
12220.0,-0.04234,1.05788,0.00698
12304.0,-0.04211,1.05802,0.00685
12388.0,-0.04232,1.05815,0.00671
12472.0,-0.04233,1.05808,0.00674
12556.0,-0.04244,1.05808,0.00664
12640.0,-0.04232,1.05823,0.00672
12724.0,-0.04257,1.05812,0.00664
12808.0,-0.04233,1.05802,0.0067
12892.0,-0.04239,1.05827,0.00687
12976.0,-0.04243,1.05798,0.00672
13060.0,-0.04245,1.05794,0.00669
13144.0,-0.0424,1.05808,0.00661
13228.0,-0.04259,1.05807,0.00654
13312.0,-0.0423,1.05807,0.0066
13396.0,-0.04234,1.05808,0.00641
13480.0,-0.0423,1.05807,0.00658
13564.0,-0.04257,1.05808,0.00676
13648.0,-0.04248,1.05815,0.00632
13732.0,-0.04263,1.05819,0.00643
13816.0,-0.04255,1.05838,0.00651
13900.0,-0.04239,1.0579,0.00657
